station_id,date,pollutant,value
6,2022-05-26,C6H6,1.0
6,2022-05-26,CO_8h,0.7
6,2022-05-26,NO2,47.0
6,2022-05-26,PM10,27.0
6,2022-05-26,PM25,15.0
7,2022-05-26,NO2,49.0
7,2022-05-26,O3,113.0
7,2022-05-26,PM10,25.0
8,2022-05-26,C6H6,
8,2022-05-26,CO_8h,
8,2022-05-26,NO2,
1,2022-05-25,NO2,
2,2022-05-25,C6H6,1.0
2,2022-05-25,NO2,49.0
2,2022-05-25,O3,123.0
2,2022-05-25,PM10,29.0
2,2022-05-25,PM25,14.0
2,2022-05-25,SO2,2.5
3,2022-05-25,CO_8h,
3,2022-05-25,NO2,
4,2022-05-25,C6H6,1.0
4,2022-05-25,CO_8h,0.7
4,2022-05-25,NO2,67.0
4,2022-05-25,PM10,32.0
4,2022-05-25,PM25,13.0
5,2022-05-25,NO2,
5,2022-05-25,O3,
6,2022-05-25,C6H6,1.1
6,2022-05-25,CO_8h,0.7
6,2022-05-25,NO2,51.0
6,2022-05-25,PM10,31.0
6,2022-05-25,PM25,16.0
7,2022-05-25,NO2,62.0
7,2022-05-25,O3,142.0
7,2022-05-25,PM10,31.0
8,2022-05-25,C6H6,
8,2022-05-25,CO_8h,
8,2022-05-25,NO2,
1,2022-05-24,NO2,
2,2022-05-24,C6H6,1.3
2,2022-05-24,NO2,22.0
2,2022-05-24,O3,111.0
2,2022-05-24,PM10,21.0
2,2022-05-24,PM25,11.0
2,2022-05-24,SO2,6.0
3,2022-05-24,CO_8h,
3,2022-05-24,NO2,
4,2022-05-24,C6H6,0.5
4,2022-05-24,CO_8h,0.5
4,2022-05-24,NO2,21.0
4,2022-05-24,PM10,25.0
4,2022-05-24,PM25,10.0
5,2022-05-24,NO2,
5,2022-05-24,O3,
6,2022-05-24,C6H6,0.5
6,2022-05-24,CO_8h,0.6
6,2022-05-24,NO2,26.0
6,2022-05-24,PM10,25.0
6,2022-05-24,PM25,15.0
7,2022-05-24,NO2,41.0
7,2022-05-24,O3,116.0
7,2022-05-24,PM10,23.0
8,2022-05-24,C6H6,
8,2022-05-24,CO_8h,
8,2022-05-24,NO2,
1,2022-05-23,NO2,
2,2022-05-23,C6H6,1.5
2,2022-05-23,NO2,18.0
2,2022-05-23,O3,106.0
2,2022-05-23,PM10,21.0
2,2022-05-23,PM25,12.0
2,2022-05-23,SO2,5.0
3,2022-05-23,CO_8h,
3,2022-05-23,NO2,
4,2022-05-23,C6H6,0.5
4,2022-05-23,CO_8h,0.5
4,2022-05-23,NO2,20.0
4,2022-05-23,PM10,26.0
4,2022-05-23,PM25,11.0
5,2022-05-23,NO2,
5,2022-05-23,O3,
6,2022-05-23,C6H6,0.5
6,2022-05-23,CO_8h,0.7
6,2022-05-23,NO2,22.0
6,2022-05-23,PM10,27.0
6,2022-05-23,PM25,18.0
7,2022-05-23,NO2,29.0
7,2022-05-23,O3,123.0
7,2022-05-23,PM10,26.0
8,2022-05-23,C6H6,
8,2022-05-23,CO_8h,
8,2022-05-23,NO2,
1,2022-05-20,NO2,
2,2022-05-20,C6H6,1.7
2,2022-05-20,NO2,33.0
2,2022-05-20,O3,124.0
2,2022-05-20,PM10,22.0
2,2022-05-20,PM25,11.0
2,2022-05-20,SO2,2.5
3,2022-05-20,CO_8h,0.25
3,2022-05-20,NO2,62.0
4,2022-05-20,C6H6,1.1
4,2022-05-20,CO_8h,0.6
4,2022-05-20,NO2,54.0
4,2022-05-20,PM10,29.0
4,2022-05-20,PM25,11.0
5,2022-05-20,NO2,
5,2022-05-20,O3,
6,2022-05-20,C6H6,
6,2022-05-20,CO_8h,
6,2022-05-20,NO2,
6,2022-05-20,PM10,
6,2022-05-20,PM25,
7,2022-05-20,NO2,54.0
7,2022-05-20,O3,147.0
7,2022-05-20,PM10,31.0
8,2022-05-20,C6H6,
8,2022-05-20,CO_8h,
8,2022-05-20,NO2,
1,2022-05-19,NO2,
2,2022-05-19,C6H6,1.7
2,2022-05-19,NO2,37.0
2,2022-05-19,O3,110.0
2,2022-05-19,PM10,26.0
2,2022-05-19,PM25,12.0
2,2022-05-19,SO2,2.5
3,2022-05-19,CO_8h,0.25
3,2022-05-19,NO2,49.0
4,2022-05-19,C6H6,1.4
4,2022-05-19,CO_8h,0.6
4,2022-05-19,NO2,69.0
4,2022-05-19,PM10,41.0
4,2022-05-19,PM25,14.0
5,2022-05-19,NO2,
5,2022-05-19,O3,
6,2022-05-19,C6H6,1.0
6,2022-05-19,CO_8h,0.7
6,2022-05-19,NO2,57.0
6,2022-05-19,PM10,
6,2022-05-19,PM25,
7,2022-05-19,NO2,64.0
7,2022-05-19,O3,125.0
7,2022-05-19,PM10,27.0
8,2022-05-19,C6H6,
8,2022-05-19,CO_8h,
8,2022-05-19,NO2,
1,2022-05-18,NO2,
2,2022-05-18,C6H6,2.0
2,2022-05-18,NO2,34.0
2,2022-05-18,O3,129.0
2,2022-05-18,PM10,25.0
2,2022-05-18,PM25,12.0
2,2022-05-18,SO2,6.0
3,2022-05-18,CO_8h,0.25
3,2022-05-18,NO2,47.0
4,2022-05-18,C6H6,1.1
4,2022-05-18,CO_8h,0.25
4,2022-05-18,NO2,74.0
4,2022-05-18,PM10,28.0
5,2022-05-18,NO2,
5,2022-05-18,O3,
6,2022-05-18,C6H6,1.2
6,2022-05-18,CO_8h,0.7
6,2022-05-18,NO2,52.0
6,2022-05-18,PM10,32.0
6,2022-05-18,PM25,18.0
7,2022-05-18,NO2,57.0
7,2022-05-18,O3,138.0
7,2022-05-18,PM10,23.0
8,2022-05-18,C6H6,
8,2022-05-18,CO_8h,
8,2022-05-18,NO2,
1,2022-05-17,NO2,
2,2022-05-17,C6H6,1.9
2,2022-05-17,NO2,28.0
2,2022-05-17,O3,118.0
2,2022-05-17,PM10,21.0
2,2022-05-17,PM25,11.0
2,2022-05-17,SO2,6.0
3,2022-05-17,CO_8h,0.25
3,2022-05-17,NO2,62.0
4,2022-05-17,C6H6,0.5
4,2022-05-17,CO_8h,0.25
4,2022-05-17,NO2,40.0
4,2022-05-17,PM10,26.0
5,2022-05-17,NO2,
5,2022-05-17,O3,
6,2022-05-17,C6H6,0.5
6,2022-05-17,CO_8h,0.7
6,2022-05-17,NO2,39.0
6,2022-05-17,PM10,24.0
6,2022-05-17,PM25,12.0
7,2022-05-17,NO2,57.0
7,2022-05-17,O3,125.0
7,2022-05-17,PM10,23.0
8,2022-05-17,C6H6,
8,2022-05-17,CO_8h,
8,2022-05-17,NO2,
1,2022-05-16,NO2,
2,2022-05-16,C6H6,2.2
2,2022-05-16,NO2,61.0
2,2022-05-16,O3,136.0
2,2022-05-16,PM10,25.0
2,2022-05-16,PM25,15.0
2,2022-05-16,SO2,19.0
3,2022-05-16,CO_8h,0.25
3,2022-05-16,NO2,65.0
4,2022-05-16,C6H6,0.5
4,2022-05-16,CO_8h,0.5
4,2022-05-16,NO2,56.0
4,2022-05-16,PM10,29.0
5,2022-05-16,NO2,
5,2022-05-16,O3,
6,2022-05-16,C6H6,0.5
6,2022-05-16,CO_8h,0.6
6,2022-05-16,NO2,32.0
6,2022-05-16,PM10,29.0
6,2022-05-16,PM25,18.0
7,2022-05-16,NO2,39.0
7,2022-05-16,O3,154.0
7,2022-05-16,PM10,25.0
8,2022-05-16,C6H6,
8,2022-05-16,CO_8h,
8,2022-05-16,NO2,
1,2022-05-13,NO2,
2,2022-05-13,C6H6,2.0
2,2022-05-13,NO2,23.0
2,2022-05-13,O3,125.0
2,2022-05-13,PM10,22.0
2,2022-05-13,PM25,11.0
2,2022-05-13,SO2,8.0
3,2022-05-13,CO_8h,0.25
3,2022-05-13,NO2,38.0
4,2022-05-13,C6H6,0.5
4,2022-05-13,CO_8h,
4,2022-05-13,NO2,25.0
4,2022-05-13,PM10,24.0
5,2022-05-13,NO2,
5,2022-05-13,O3,
6,2022-05-13,C6H6,0.5
6,2022-05-13,CO_8h,0.6
6,2022-05-13,NO2,38.0
6,2022-05-13,PM10,26.0
6,2022-05-13,PM25,10.0
7,2022-05-13,NO2,42.0
7,2022-05-13,O3,137.0
7,2022-05-13,PM10,24.0
8,2022-05-13,C6H6,
8,2022-05-13,CO_8h,
8,2022-05-13,NO2,
1,2022-05-12,NO2,
2,2022-05-12,C6H6,2.1
2,2022-05-12,NO2,76.0
2,2022-05-12,O3,139.0
2,2022-05-12,PM10,25.0
2,2022-05-12,PM25,14.0
2,2022-05-12,SO2,11.0
3,2022-05-12,CO_8h,0.25
3,2022-05-12,NO2,81.0
4,2022-05-12,C6H6,1.0
4,2022-05-12,CO_8h,
4,2022-05-12,NO2,70.0
4,2022-05-12,PM10,30.0
5,2022-05-12,NO2,
5,2022-05-12,O3,
6,2022-05-12,C6H6,1.1
6,2022-05-12,CO_8h,0.7
6,2022-05-12,NO2,82.0
6,2022-05-12,PM10,27.0
6,2022-05-12,PM25,10.0
7,2022-05-12,NO2,68.0
7,2022-05-12,O3,158.0
7,2022-05-12,PM10,27.0
8,2022-05-12,C6H6,
8,2022-05-12,CO_8h,
8,2022-05-12,NO2,
1,2022-05-11,NO2,
2,2022-05-11,C6H6,2.1
2,2022-05-11,NO2,73.0
2,2022-05-11,O3,117.0
2,2022-05-11,PM10,25.0
2,2022-05-11,PM25,15.0
2,2022-05-11,SO2,9.0
3,2022-05-11,CO_8h,2.1
3,2022-05-11,NO2,73.0
4,2022-05-11,C6H6,1.5
4,2022-05-11,CO_8h,1.1
4,2022-05-11,NO2,76.0
4,2022-05-11,PM10,33.0
5,2022-05-11,NO2,
5,2022-05-11,O3,
6,2022-05-11,C6H6,1.5
6,2022-05-11,CO_8h,1.0
6,2022-05-11,NO2,72.0
6,2022-05-11,PM10,35.0
6,2022-05-11,PM25,13.0
7,2022-05-11,NO2,88.0
7,2022-05-11,O3,132.0
7,2022-05-11,PM10,29.0
8,2022-05-11,C6H6,
8,2022-05-11,CO_8h,
8,2022-05-11,NO2,
1,2022-05-10,NO2,
2,2022-05-10,C6H6,1.7
2,2022-05-10,NO2,91.0
2,2022-05-10,O3,99.0
2,2022-05-10,PM10,23.0
2,2022-05-10,PM25,14.0
2,2022-05-10,SO2,2.5
3,2022-05-10,CO_8h,
3,2022-05-10,NO2,
4,2022-05-10,C6H6,1.8
4,2022-05-10,CO_8h,0.9
4,2022-05-10,NO2,100.0
4,2022-05-10,PM10,32.0
5,2022-05-10,NO2,
5,2022-05-10,O3,
6,2022-05-10,C6H6,1.7
6,2022-05-10,CO_8h,1.0
6,2022-05-10,NO2,80.0
6,2022-05-10,PM10,32.0
6,2022-05-10,PM25,18.0
7,2022-05-10,NO2,118.0
7,2022-05-10,O3,113.0
7,2022-05-10,PM10,32.0
8,2022-05-10,C6H6,
8,2022-05-10,CO_8h,
8,2022-05-10,NO2,
1,2022-05-09,NO2,
2,2022-05-09,C6H6,1.2
2,2022-05-09,NO2,36.0
2,2022-05-09,O3,84.0
2,2022-05-09,PM10,10.0
2,2022-05-09,PM25,8.0
2,2022-05-09,SO2,2.5
3,2022-05-09,CO_8h,
3,2022-05-09,NO2,
4,2022-05-09,C6H6,0.5
4,2022-05-09,CO_8h,0.25
4,2022-05-09,NO2,40.0
4,2022-05-09,PM10,15.0
5,2022-05-09,NO2,
5,2022-05-09,O3,
6,2022-05-09,C6H6,0.5
6,2022-05-09,CO_8h,0.7
6,2022-05-09,NO2,38.0
6,2022-05-09,PM10,19.0
6,2022-05-09,PM25,10.0
7,2022-05-09,NO2,47.0
7,2022-05-09,O3,93.0
7,2022-05-09,PM10,12.0
8,2022-05-09,C6H6,
8,2022-05-09,CO_8h,
8,2022-05-09,NO2,
1,2022-05-06,NO2,
2,2022-05-06,C6H6,0.5
2,2022-05-06,NO2,45.0
2,2022-05-06,O3,74.0
2,2022-05-06,PM10,24.0
2,2022-05-06,PM25,15.0
2,2022-05-06,SO2,2.5
3,2022-05-06,CO_8h,
3,2022-05-06,NO2,
4,2022-05-06,C6H6,1.4
4,2022-05-06,CO_8h,0.8
4,2022-05-06,NO2,59.0
4,2022-05-06,PM10,32.0
5,2022-05-06,NO2,
5,2022-05-06,O3,
6,2022-05-06,C6H6,1.3
6,2022-05-06,CO_8h,0.8
6,2022-05-06,NO2,57.0
6,2022-05-06,PM10,32.0
6,2022-05-06,PM25,31.0
7,2022-05-06,NO2,62.0
7,2022-05-06,O3,82.0
7,2022-05-06,PM10,26.0
8,2022-05-06,C6H6,
8,2022-05-06,CO_8h,
8,2022-05-06,NO2,
1,2022-05-05,NO2,
2,2022-05-05,C6H6,1.0
2,2022-05-05,NO2,57.0
2,2022-05-05,O3,102.0
2,2022-05-05,PM10,21.0
2,2022-05-05,PM25,12.0
2,2022-05-05,SO2,2.5
3,2022-05-05,CO_8h,
3,2022-05-05,NO2,
4,2022-05-05,C6H6,1.3
4,2022-05-05,CO_8h,0.8
4,2022-05-05,NO2,94.0
4,2022-05-05,PM10,25.0
5,2022-05-05,NO2,
5,2022-05-05,O3,
6,2022-05-05,C6H6,1.6
6,2022-05-05,CO_8h,0.8
6,2022-05-05,NO2,71.0
6,2022-05-05,PM10,28.0
6,2022-05-05,PM25,17.0
7,2022-05-05,NO2,70.0
7,2022-05-05,O3,111.0
7,2022-05-05,PM10,23.0
8,2022-05-05,C6H6,
8,2022-05-05,CO_8h,
8,2022-05-05,NO2,
1,2022-05-04,NO2,
2,2022-05-04,C6H6,0.5
2,2022-05-04,NO2,72.0
2,2022-05-04,O3,94.0
2,2022-05-04,PM10,20.0
2,2022-05-04,PM25,11.0
2,2022-05-04,SO2,8.0
3,2022-05-04,CO_8h,0.5
3,2022-05-04,NO2,77.0
4,2022-05-04,C6H6,0.5
4,2022-05-04,CO_8h,0.25
4,2022-05-04,NO2,48.0
4,2022-05-04,PM10,19.0
5,2022-05-04,NO2,
5,2022-05-04,O3,
6,2022-05-04,C6H6,1.0
6,2022-05-04,CO_8h,0.7
6,2022-05-04,NO2,65.0
6,2022-05-04,PM10,24.0
6,2022-05-04,PM25,16.0
7,2022-05-04,NO2,64.0
7,2022-05-04,O3,100.0
7,2022-05-04,PM10,20.0
8,2022-05-04,C6H6,
8,2022-05-04,CO_8h,
8,2022-05-04,NO2,
1,2022-05-03,NO2,
2,2022-05-03,C6H6,1.7
2,2022-05-03,NO2,64.0
2,2022-05-03,O3,113.0
2,2022-05-03,PM10,17.0
2,2022-05-03,PM25,10.0
2,2022-05-03,SO2,2.5
3,2022-05-03,CO_8h,0.5
3,2022-05-03,NO2,82.0
4,2022-05-03,C6H6,1.2
4,2022-05-03,CO_8h,0.25
4,2022-05-03,NO2,57.0
4,2022-05-03,PM10,24.0
5,2022-05-03,NO2,
5,2022-05-03,O3,
6,2022-05-03,C6H6,1.1
6,2022-05-03,CO_8h,0.7
6,2022-05-03,NO2,81.0
6,2022-05-03,PM10,
6,2022-05-03,PM25,
7,2022-05-03,NO2,85.0
7,2022-05-03,O3,127.0
7,2022-05-03,PM10,20.0
8,2022-05-03,C6H6,
8,2022-05-03,CO_8h,
8,2022-05-03,NO2,
1,2022-05-02,NO2,
2,2022-05-02,C6H6,2.0
2,2022-05-02,NO2,35.0
2,2022-05-02,O3,112.0
2,2022-05-02,PM10,12.0
2,2022-05-02,PM25,8.0
2,2022-05-02,SO2,2.5
3,2022-05-02,CO_8h,0.7
3,2022-05-02,NO2,64.0
4,2022-05-02,C6H6,0.5
4,2022-05-02,CO_8h,0.25
4,2022-05-02,NO2,40.0
4,2022-05-02,PM10,19.0
5,2022-05-02,NO2,
5,2022-05-02,O3,
6,2022-05-02,C6H6,0.5
6,2022-05-02,CO_8h,0.6
6,2022-05-02,NO2,36.0
6,2022-05-02,PM10,
6,2022-05-02,PM25,
7,2022-05-02,NO2,48.0
7,2022-05-02,O3,130.0
7,2022-05-02,PM10,12.0
8,2022-05-02,C6H6,
8,2022-05-02,CO_8h,
8,2022-05-02,NO2,
1,2022-04-29,NO2,
2,2022-04-29,C6H6,1.8
2,2022-04-29,NO2,52.0
2,2022-04-29,O3,111.0
2,2022-04-29,PM10,15.0
2,2022-04-29,PM25,8.0
2,2022-04-29,SO2,2.5
3,2022-04-29,CO_8h,0.6
3,2022-04-29,NO2,82.0
4,2022-04-29,C6H6,1.2
4,2022-04-29,CO_8h,0.9
4,2022-04-29,NO2,60.0
4,2022-04-29,PM10,25.0
5,2022-04-29,NO2,
5,2022-04-29,O3,
6,2022-04-29,C6H6,1.3
6,2022-04-29,CO_8h,0.6
6,2022-04-29,NO2,58.0
6,2022-04-29,PM10,26.0
6,2022-04-29,PM25,10.0
7,2022-04-29,NO2,64.0
7,2022-04-29,O3,129.0
7,2022-04-29,PM10,19.0
8,2022-04-29,C6H6,
8,2022-04-29,CO_8h,
8,2022-04-29,NO2,
1,2022-04-28,NO2,
2,2022-04-28,C6H6,2.1
2,2022-04-28,NO2,55.0
2,2022-04-28,O3,108.0
2,2022-04-28,PM10,18.0
2,2022-04-28,PM25,11.0
2,2022-04-28,SO2,2.5
3,2022-04-28,CO_8h,0.8
3,2022-04-28,NO2,76.0
4,2022-04-28,C6H6,1.5
4,2022-04-28,CO_8h,1.0
4,2022-04-28,NO2,64.0
4,2022-04-28,PM10,28.0
5,2022-04-28,NO2,
5,2022-04-28,O3,
6,2022-04-28,C6H6,1.3
6,2022-04-28,CO_8h,0.6
6,2022-04-28,NO2,65.0
6,2022-04-28,PM10,
6,2022-04-28,PM25,
7,2022-04-28,NO2,72.0
7,2022-04-28,O3,123.0
7,2022-04-28,PM10,22.0
8,2022-04-28,C6H6,
8,2022-04-28,CO_8h,
8,2022-04-28,NO2,
1,2022-04-27,NO2,
2,2022-04-27,C6H6,1.3
2,2022-04-27,NO2,64.0
2,2022-04-27,O3,63.0
2,2022-04-27,PM10,15.0
2,2022-04-27,PM25,10.0
2,2022-04-27,SO2,2.5
3,2022-04-27,CO_8h,0.8
3,2022-04-27,NO2,79.0
4,2022-04-27,C6H6,1.3
4,2022-04-27,CO_8h,1.1
4,2022-04-27,NO2,76.0
4,2022-04-27,PM10,20.0
5,2022-04-27,NO2,
5,2022-04-27,O3,
6,2022-04-27,C6H6,1.1
6,2022-04-27,CO_8h,0.7
6,2022-04-27,NO2,63.0
6,2022-04-27,PM10,33.0
6,2022-04-27,PM25,25.0
7,2022-04-27,NO2,78.0
7,2022-04-27,O3,77.0
7,2022-04-27,PM10,17.0
8,2022-04-27,C6H6,
8,2022-04-27,CO_8h,
8,2022-04-27,NO2,
1,2022-04-26,NO2,
2,2022-04-26,C6H6,0.5
2,2022-04-26,NO2,34.0
2,2022-04-26,O3,87.0
2,2022-04-26,PM10,9.0
2,2022-04-26,PM25,5.0
2,2022-04-26,SO2,2.5
3,2022-04-26,CO_8h,0.5
3,2022-04-26,NO2,53.0
4,2022-04-26,C6H6,0.5
4,2022-04-26,CO_8h,0.8
4,2022-04-26,NO2,47.0
4,2022-04-26,PM10,15.0
5,2022-04-26,NO2,
5,2022-04-26,O3,
6,2022-04-26,C6H6,0.5
6,2022-04-26,CO_8h,0.5
6,2022-04-26,NO2,32.0
6,2022-04-26,PM10,18.0
6,2022-04-26,PM25,11.0
7,2022-04-26,NO2,33.0
7,2022-04-26,O3,99.0
7,2022-04-26,PM10,12.0
8,2022-04-26,C6H6,
8,2022-04-26,CO_8h,
8,2022-04-26,NO2,
1,2022-04-22,NO2,
2,2022-04-22,C6H6,0.5
2,2022-04-22,NO2,51.0
2,2022-04-22,O3,96.0
2,2022-04-22,PM10,18.0
2,2022-04-22,PM25,9.0
2,2022-04-22,SO2,2.5
3,2022-04-22,CO_8h,0.6
3,2022-04-22,NO2,70.0
4,2022-04-22,C6H6,1.5
4,2022-04-22,CO_8h,0.5
4,2022-04-22,NO2,73.0
4,2022-04-22,PM10,28.0
5,2022-04-22,NO2,
5,2022-04-22,O3,
6,2022-04-22,C6H6,0.5
6,2022-04-22,CO_8h,0.5
6,2022-04-22,NO2,53.0
6,2022-04-22,PM10,28.0
6,2022-04-22,PM25,20.0
7,2022-04-22,NO2,60.0
7,2022-04-22,O3,102.0
7,2022-04-22,PM10,23.0
8,2022-04-22,C6H6,
8,2022-04-22,CO_8h,
8,2022-04-22,NO2,
1,2022-04-21,NO2,
2,2022-04-21,C6H6,0.5
2,2022-04-21,NO2,39.0
2,2022-04-21,O3,94.0
2,2022-04-21,PM10,23.0
2,2022-04-21,PM25,11.0
2,2022-04-21,SO2,2.5
3,2022-04-21,CO_8h,
3,2022-04-21,NO2,
4,2022-04-21,C6H6,1.4
4,2022-04-21,CO_8h,0.5
4,2022-04-21,NO2,49.0
4,2022-04-21,PM10,32.0
5,2022-04-21,NO2,
5,2022-04-21,O3,
6,2022-04-21,C6H6,0.5
6,2022-04-21,CO_8h,0.5
6,2022-04-21,NO2,51.0
6,2022-04-21,PM10,33.0
6,2022-04-21,PM25,21.0
7,2022-04-21,NO2,56.0
7,2022-04-21,O3,97.0
7,2022-04-21,PM10,25.0
8,2022-04-21,C6H6,
8,2022-04-21,CO_8h,
8,2022-04-21,NO2,
1,2022-04-20,NO2,
2,2022-04-20,C6H6,0.5
2,2022-04-20,NO2,71.0
2,2022-04-20,O3,112.0
2,2022-04-20,PM10,23.0
2,2022-04-20,PM25,12.0
2,2022-04-20,SO2,2.5
3,2022-04-20,CO_8h,
3,2022-04-20,NO2,
4,2022-04-20,C6H6,0.5
4,2022-04-20,CO_8h,0.25
4,2022-04-20,NO2,65.0
4,2022-04-20,PM10,28.0
5,2022-04-20,NO2,
5,2022-04-20,O3,
6,2022-04-20,C6H6,0.5
6,2022-04-20,CO_8h,0.25
6,2022-04-20,NO2,61.0
6,2022-04-20,PM10,31.0
6,2022-04-20,PM25,21.0
7,2022-04-20,NO2,79.0
7,2022-04-20,O3,127.0
7,2022-04-20,PM10,24.0
8,2022-04-20,C6H6,
8,2022-04-20,CO_8h,
8,2022-04-20,NO2,
1,2022-04-19,NO2,
2,2022-04-19,C6H6,0.5
2,2022-04-19,NO2,35.0
2,2022-04-19,O3,107.0
2,2022-04-19,PM10,17.0
2,2022-04-19,PM25,9.0
2,2022-04-19,SO2,2.5
3,2022-04-19,CO_8h,
3,2022-04-19,NO2,
4,2022-04-19,C6H6,0.5
4,2022-04-19,CO_8h,0.25
4,2022-04-19,NO2,53.0
4,2022-04-19,PM10,24.0
5,2022-04-19,NO2,
5,2022-04-19,O3,
6,2022-04-19,C6H6,0.5
6,2022-04-19,CO_8h,0.25
6,2022-04-19,NO2,24.0
6,2022-04-19,PM10,17.0
6,2022-04-19,PM25,11.0
7,2022-04-19,NO2,34.0
7,2022-04-19,O3,126.0
7,2022-04-19,PM10,17.0
8,2022-04-19,C6H6,
8,2022-04-19,CO_8h,
8,2022-04-19,NO2,
1,2022-04-15,NO2,
2,2022-04-15,C6H6,1.3
2,2022-04-15,NO2,108.0
2,2022-04-15,O3,120.0
2,2022-04-15,PM10,38.0
2,2022-04-15,PM25,19.0
2,2022-04-15,SO2,5.0
3,2022-04-15,CO_8h,1.2
3,2022-04-15,NO2,124.0
4,2022-04-15,C6H6,2.1
4,2022-04-15,CO_8h,0.7
4,2022-04-15,NO2,126.0
4,2022-04-15,PM10,49.0
5,2022-04-15,NO2,
5,2022-04-15,O3,
6,2022-04-15,C6H6,1.6
6,2022-04-15,CO_8h,1.0
6,2022-04-15,NO2,101.0
6,2022-04-15,PM10,51.0
6,2022-04-15,PM25,31.0
7,2022-04-15,NO2,107.0
7,2022-04-15,O3,130.0
7,2022-04-15,PM10,39.0
8,2022-04-15,C6H6,
8,2022-04-15,CO_8h,
8,2022-04-15,NO2,
1,2022-04-14,NO2,
2,2022-04-14,C6H6,0.5
2,2022-04-14,NO2,89.0
2,2022-04-14,O3,126.0
2,2022-04-14,PM10,34.0
2,2022-04-14,PM25,20.0
2,2022-04-14,SO2,5.0
3,2022-04-14,CO_8h,0.9
3,2022-04-14,NO2,83.0
4,2022-04-14,C6H6,
4,2022-04-14,CO_8h,0.6
4,2022-04-14,NO2,102.0
4,2022-04-14,PM10,41.0
5,2022-04-14,NO2,
5,2022-04-14,O3,
6,2022-04-14,C6H6,1.2
6,2022-04-14,CO_8h,0.8
6,2022-04-14,NO2,74.0
6,2022-04-14,PM10,42.0
6,2022-04-14,PM25,28.0
7,2022-04-14,NO2,83.0
7,2022-04-14,O3,133.0
7,2022-04-14,PM10,31.0
8,2022-04-14,C6H6,
8,2022-04-14,CO_8h,
8,2022-04-14,NO2,
1,2022-04-13,NO2,
2,2022-04-13,C6H6,0.5
2,2022-04-13,NO2,106.0
2,2022-04-13,O3,106.0
2,2022-04-13,PM10,24.0
2,2022-04-13,PM25,12.0
2,2022-04-13,SO2,13.0
3,2022-04-13,CO_8h,0.6
3,2022-04-13,NO2,105.0
4,2022-04-13,C6H6,
4,2022-04-13,CO_8h,
4,2022-04-13,NO2,107.0
4,2022-04-13,PM10,25.0
5,2022-04-13,NO2,
5,2022-04-13,O3,
6,2022-04-13,C6H6,1.0
6,2022-04-13,CO_8h,0.7
6,2022-04-13,NO2,98.0
6,2022-04-13,PM10,26.0
6,2022-04-13,PM25,17.0
7,2022-04-13,NO2,98.0
7,2022-04-13,O3,128.0
7,2022-04-13,PM10,19.0
8,2022-04-13,C6H6,
8,2022-04-13,CO_8h,
8,2022-04-13,NO2,
1,2022-04-12,NO2,
2,2022-04-12,C6H6,0.5
2,2022-04-12,NO2,81.0
2,2022-04-12,O3,106.0
2,2022-04-12,PM10,16.0
2,2022-04-12,PM25,6.0
2,2022-04-12,SO2,5.0
3,2022-04-12,CO_8h,0.6
3,2022-04-12,NO2,93.0
4,2022-04-12,C6H6,
4,2022-04-12,CO_8h,
4,2022-04-12,NO2,98.0
4,2022-04-12,PM10,21.0
5,2022-04-12,NO2,
5,2022-04-12,O3,
6,2022-04-12,C6H6,
6,2022-04-12,CO_8h,
6,2022-04-12,NO2,
6,2022-04-12,PM10,
6,2022-04-12,PM25,
7,2022-04-12,NO2,92.0
7,2022-04-12,O3,122.0
7,2022-04-12,PM10,13.0
8,2022-04-12,C6H6,
8,2022-04-12,CO_8h,
8,2022-04-12,NO2,
1,2022-04-11,NO2,
2,2022-04-11,C6H6,0.5
2,2022-04-11,NO2,35.0
2,2022-04-11,O3,95.0
2,2022-04-11,PM10,8.0
2,2022-04-11,PM25,5.0
2,2022-04-11,SO2,9.0
3,2022-04-11,CO_8h,0.5
3,2022-04-11,NO2,58.0
4,2022-04-11,C6H6,
4,2022-04-11,CO_8h,
4,2022-04-11,NO2,72.0
4,2022-04-11,PM10,10.0
5,2022-04-11,NO2,
5,2022-04-11,O3,
6,2022-04-11,C6H6,
6,2022-04-11,CO_8h,
6,2022-04-11,NO2,
6,2022-04-11,PM10,
6,2022-04-11,PM25,
7,2022-04-11,NO2,50.0
7,2022-04-11,O3,105.0
7,2022-04-11,PM10,9.0
8,2022-04-11,C6H6,
8,2022-04-11,CO_8h,
8,2022-04-11,NO2,
1,2022-04-08,NO2,
2,2022-04-08,C6H6,0.5
2,2022-04-08,NO2,58.0
2,2022-04-08,O3,96.0
2,2022-04-08,PM10,
2,2022-04-08,PM25,
2,2022-04-08,SO2,2.5
3,2022-04-08,CO_8h,
3,2022-04-08,NO2,
4,2022-04-08,C6H6,0.5
4,2022-04-08,CO_8h,
4,2022-04-08,NO2,53.0
4,2022-04-08,PM10,20.0
5,2022-04-08,NO2,
5,2022-04-08,O3,
6,2022-04-08,C6H6,1.1
6,2022-04-08,CO_8h,0.8
6,2022-04-08,NO2,63.0
6,2022-04-08,PM10,31.0
6,2022-04-08,PM25,19.0
7,2022-04-08,NO2,
7,2022-04-08,O3,
7,2022-04-08,PM10,
8,2022-04-08,C6H6,
8,2022-04-08,CO_8h,
8,2022-04-08,NO2,
1,2022-04-07,NO2,
2,2022-04-07,C6H6,1.1
