station_id,date,pollutant,value
4,2022-02-01,C6H6,1.7
4,2022-02-01,CO_8h,0.9
4,2022-02-01,NO2,99.0
4,2022-02-01,PM10,59.0
5,2022-02-01,NO2,
5,2022-02-01,O3,
6,2022-02-01,C6H6,1.8
6,2022-02-01,CO_8h,1.2
6,2022-02-01,NO2,84.0
6,2022-02-01,PM10,73.0
6,2022-02-01,PM25,53.0
7,2022-02-01,NO2,63.0
7,2022-02-01,O3,67.0
7,2022-02-01,PM10,56.0
8,2022-02-01,C6H6,
8,2022-02-01,CO_8h,
8,2022-02-01,NO2,
1,2022-01-31,NO2,
2,2022-01-31,C6H6,1.6
2,2022-01-31,NO2,75.0
2,2022-01-31,O3,67.0
2,2022-01-31,PM10,37.0
2,2022-01-31,PM25,28.0
2,2022-01-31,SO2,2.5
3,2022-01-31,CO_8h,
3,2022-01-31,NO2,
4,2022-01-31,C6H6,1.7
4,2022-01-31,CO_8h,1.2
4,2022-01-31,NO2,94.0
4,2022-01-31,PM10,42.0
5,2022-01-31,NO2,
5,2022-01-31,O3,
6,2022-01-31,C6H6,1.7
6,2022-01-31,CO_8h,1.5
6,2022-01-31,NO2,88.0
6,2022-01-31,PM10,49.0
6,2022-01-31,PM25,34.0
7,2022-01-31,NO2,78.0
7,2022-01-31,O3,61.0
7,2022-01-31,PM10,35.0
8,2022-01-31,C6H6,
8,2022-01-31,CO_8h,
8,2022-01-31,NO2,
1,2022-01-28,NO2,
2,2022-01-28,C6H6,2.7
2,2022-01-28,NO2,68.0
2,2022-01-28,O3,7.0
2,2022-01-28,PM10,50.0
2,2022-01-28,PM25,34.0
2,2022-01-28,SO2,2.5
3,2022-01-28,CO_8h,
3,2022-01-28,NO2,
4,2022-01-28,C6H6,2.4
4,2022-01-28,CO_8h,1.2
4,2022-01-28,NO2,95.0
4,2022-01-28,PM10,57.0
5,2022-01-28,NO2,
5,2022-01-28,O3,
6,2022-01-28,C6H6,4.3
6,2022-01-28,CO_8h,2.3
6,2022-01-28,NO2,91.0
6,2022-01-28,PM10,61.0
6,2022-01-28,PM25,46.0
7,2022-01-28,NO2,79.0
7,2022-01-28,O3,7.0
7,2022-01-28,PM10,49.0
8,2022-01-28,C6H6,
8,2022-01-28,CO_8h,
8,2022-01-28,NO2,
1,2022-01-27,NO2,
2,2022-01-27,C6H6,2.2
2,2022-01-27,NO2,64.0
2,2022-01-27,O3,13.0
2,2022-01-27,PM10,66.0
2,2022-01-27,PM25,46.0
2,2022-01-27,SO2,2.5
3,2022-01-27,CO_8h,0.8
3,2022-01-27,NO2,66.0
4,2022-01-27,C6H6,1.8
4,2022-01-27,CO_8h,0.8
4,2022-01-27,NO2,75.0
4,2022-01-27,PM10,67.0
5,2022-01-27,NO2,
5,2022-01-27,O3,
6,2022-01-27,C6H6,2.6
6,2022-01-27,CO_8h,1.2
6,2022-01-27,NO2,76.0
6,2022-01-27,PM10,78.0
6,2022-01-27,PM25,55.0
7,2022-01-27,NO2,65.0
7,2022-01-27,O3,13.0
7,2022-01-27,PM10,60.0
8,2022-01-27,C6H6,
8,2022-01-27,CO_8h,
8,2022-01-27,NO2,
1,2022-01-26,NO2,
2,2022-01-26,C6H6,1.9
2,2022-01-26,NO2,71.0
2,2022-01-26,O3,27.0
2,2022-01-26,PM10,59.0
2,2022-01-26,PM25,44.0
2,2022-01-26,SO2,2.5
3,2022-01-26,CO_8h,1.0
3,2022-01-26,NO2,
4,2022-01-26,C6H6,1.6
4,2022-01-26,CO_8h,
4,2022-01-26,NO2,67.0
4,2022-01-26,PM10,63.0
5,2022-01-26,NO2,
5,2022-01-26,O3,
6,2022-01-26,C6H6,2.2
6,2022-01-26,CO_8h,1.1
6,2022-01-26,NO2,81.0
6,2022-01-26,PM10,73.0
6,2022-01-26,PM25,60.0
7,2022-01-26,NO2,58.0
7,2022-01-26,O3,28.0
7,2022-01-26,PM10,60.0
8,2022-01-26,C6H6,
8,2022-01-26,CO_8h,
8,2022-01-26,NO2,
1,2022-01-25,NO2,
2,2022-01-25,C6H6,3.0
2,2022-01-25,NO2,
2,2022-01-25,O3,5.0
2,2022-01-25,PM10,77.0
2,2022-01-25,PM25,58.0
2,2022-01-25,SO2,6.0
3,2022-01-25,CO_8h,1.5
3,2022-01-25,NO2,
4,2022-01-25,C6H6,3.1
4,2022-01-25,CO_8h,
4,2022-01-25,NO2,112.0
4,2022-01-25,PM10,90.0
5,2022-01-25,NO2,
5,2022-01-25,O3,
6,2022-01-25,C6H6,3.5
6,2022-01-25,CO_8h,1.8
6,2022-01-25,NO2,97.0
6,2022-01-25,PM10,89.0
6,2022-01-25,PM25,58.0
7,2022-01-25,NO2,77.0
7,2022-01-25,O3,14.0
7,2022-01-25,PM10,78.0
8,2022-01-25,C6H6,
8,2022-01-25,CO_8h,
8,2022-01-25,NO2,
1,2022-01-24,NO2,
2,2022-01-24,C6H6,1.8
2,2022-01-24,NO2,64.0
2,2022-01-24,O3,36.0
2,2022-01-24,PM10,65.0
2,2022-01-24,PM25,51.0
2,2022-01-24,SO2,2.5
3,2022-01-24,CO_8h,1.3
3,2022-01-24,NO2,69.0
4,2022-01-24,C6H6,2.1
4,2022-01-24,CO_8h,
4,2022-01-24,NO2,85.0
4,2022-01-24,PM10,72.0
5,2022-01-24,NO2,
5,2022-01-24,O3,
6,2022-01-24,C6H6,2.0
6,2022-01-24,CO_8h,1.2
6,2022-01-24,NO2,67.0
6,2022-01-24,PM10,79.0
6,2022-01-24,PM25,60.0
7,2022-01-24,NO2,68.0
7,2022-01-24,O3,30.0
7,2022-01-24,PM10,57.0
8,2022-01-24,C6H6,
8,2022-01-24,CO_8h,
8,2022-01-24,NO2,
1,2022-01-21,NO2,
2,2022-01-21,C6H6,2.6
2,2022-01-21,NO2,84.0
2,2022-01-21,O3,38.0
2,2022-01-21,PM10,75.0
2,2022-01-21,PM25,55.0
2,2022-01-21,SO2,2.5
3,2022-01-21,CO_8h,1.3
3,2022-01-21,NO2,78.0
4,2022-01-21,C6H6,2.3
4,2022-01-21,CO_8h,1.6
4,2022-01-21,NO2,93.0
4,2022-01-21,PM10,76.0
5,2022-01-21,NO2,
5,2022-01-21,O3,
6,2022-01-21,C6H6,3.0
6,2022-01-21,CO_8h,1.3
6,2022-01-21,NO2,78.0
6,2022-01-21,PM10,88.0
6,2022-01-21,PM25,70.0
7,2022-01-21,NO2,74.0
7,2022-01-21,O3,29.0
7,2022-01-21,PM10,70.0
8,2022-01-21,C6H6,
8,2022-01-21,CO_8h,
8,2022-01-21,NO2,
1,2022-01-20,NO2,
2,2022-01-20,C6H6,3.4
2,2022-01-20,NO2,96.0
2,2022-01-20,O3,36.0
2,2022-01-20,PM10,78.0
2,2022-01-20,PM25,55.0
2,2022-01-20,SO2,7.0
3,2022-01-20,CO_8h,1.7
3,2022-01-20,NO2,97.0
4,2022-01-20,C6H6,2.9
4,2022-01-20,CO_8h,3.2
4,2022-01-20,NO2,109.0
4,2022-01-20,PM10,82.0
5,2022-01-20,NO2,
5,2022-01-20,O3,
6,2022-01-20,C6H6,4.0
6,2022-01-20,CO_8h,1.9
6,2022-01-20,NO2,98.0
6,2022-01-20,PM10,83.0
6,2022-01-20,PM25,62.0
7,2022-01-20,NO2,96.0
7,2022-01-20,O3,39.0
7,2022-01-20,PM10,77.0
8,2022-01-20,C6H6,
8,2022-01-20,CO_8h,
8,2022-01-20,NO2,
1,2022-01-19,NO2,
2,2022-01-19,C6H6,2.4
2,2022-01-19,NO2,92.0
2,2022-01-19,O3,51.0
2,2022-01-19,PM10,69.0
2,2022-01-19,PM25,50.0
2,2022-01-19,SO2,5.0
3,2022-01-19,CO_8h,1.6
3,2022-01-19,NO2,126.0
4,2022-01-19,C6H6,3.2
4,2022-01-19,CO_8h,2.9
4,2022-01-19,NO2,123.0
4,2022-01-19,PM10,80.0
5,2022-01-19,NO2,
5,2022-01-19,O3,
6,2022-01-19,C6H6,3.1
6,2022-01-19,CO_8h,1.4
6,2022-01-19,NO2,91.0
6,2022-01-19,PM10,80.0
6,2022-01-19,PM25,62.0
7,2022-01-19,NO2,85.0
7,2022-01-19,O3,39.0
7,2022-01-19,PM10,70.0
8,2022-01-19,C6H6,
8,2022-01-19,CO_8h,
8,2022-01-19,NO2,
1,2022-01-18,NO2,
2,2022-01-18,C6H6,1.9
2,2022-01-18,NO2,76.0
2,2022-01-18,O3,35.0
2,2022-01-18,PM10,46.0
2,2022-01-18,PM25,32.0
2,2022-01-18,SO2,7.0
3,2022-01-18,CO_8h,1.1
3,2022-01-18,NO2,74.0
4,2022-01-18,C6H6,2.0
4,2022-01-18,CO_8h,1.6
4,2022-01-18,NO2,103.0
4,2022-01-18,PM10,52.0
5,2022-01-18,NO2,
5,2022-01-18,O3,
6,2022-01-18,C6H6,2.7
6,2022-01-18,CO_8h,1.4
6,2022-01-18,NO2,103.0
6,2022-01-18,PM10,83.0
6,2022-01-18,PM25,52.0
7,2022-01-18,NO2,71.0
7,2022-01-18,O3,24.0
7,2022-01-18,PM10,45.0
8,2022-01-18,C6H6,
8,2022-01-18,CO_8h,
8,2022-01-18,NO2,
1,2022-01-17,NO2,
2,2022-01-17,C6H6,2.7
2,2022-01-17,NO2,109.0
2,2022-01-17,O3,40.0
2,2022-01-17,PM10,57.0
2,2022-01-17,PM25,43.0
2,2022-01-17,SO2,5.0
3,2022-01-17,CO_8h,2.4
3,2022-01-17,NO2,102.0
4,2022-01-17,C6H6,2.8
4,2022-01-17,CO_8h,3.1
4,2022-01-17,NO2,104.0
4,2022-01-17,PM10,69.0
5,2022-01-17,NO2,
5,2022-01-17,O3,
6,2022-01-17,C6H6,3.2
6,2022-01-17,CO_8h,1.8
6,2022-01-17,NO2,102.0
6,2022-01-17,PM10,68.0
6,2022-01-17,PM25,51.0
7,2022-01-17,NO2,89.0
7,2022-01-17,O3,26.0
7,2022-01-17,PM10,54.0
8,2022-01-17,C6H6,
8,2022-01-17,CO_8h,
8,2022-01-17,NO2,
1,2022-01-14,NO2,
2,2022-01-14,C6H6,3.4
2,2022-01-14,NO2,129.0
2,2022-01-14,O3,6.0
2,2022-01-14,PM10,65.0
2,2022-01-14,PM25,43.0
2,2022-01-14,SO2,8.0
3,2022-01-14,CO_8h,2.2
3,2022-01-14,NO2,
4,2022-01-14,C6H6,3.2
4,2022-01-14,CO_8h,2.5
4,2022-01-14,NO2,136.0
4,2022-01-14,PM10,73.0
5,2022-01-14,NO2,
5,2022-01-14,O3,
6,2022-01-14,C6H6,4.6
6,2022-01-14,CO_8h,2.1
6,2022-01-14,NO2,152.0
6,2022-01-14,PM10,106.0
6,2022-01-14,PM25,65.0
7,2022-01-14,NO2,133.0
7,2022-01-14,O3,7.0
7,2022-01-14,PM10,68.0
8,2022-01-14,C6H6,
8,2022-01-14,CO_8h,
8,2022-01-14,NO2,
1,2022-01-13,NO2,
2,2022-01-13,C6H6,2.8
2,2022-01-13,NO2,106.0
2,2022-01-13,O3,14.0
2,2022-01-13,PM10,52.0
2,2022-01-13,PM25,31.0
2,2022-01-13,SO2,10.0
3,2022-01-13,CO_8h,2.2
3,2022-01-13,NO2,
4,2022-01-13,C6H6,3.1
4,2022-01-13,CO_8h,2.4
4,2022-01-13,NO2,123.0
4,2022-01-13,PM10,62.0
5,2022-01-13,NO2,
5,2022-01-13,O3,
6,2022-01-13,C6H6,3.6
6,2022-01-13,CO_8h,1.4
6,2022-01-13,NO2,115.0
6,2022-01-13,PM10,64.0
6,2022-01-13,PM25,38.0
7,2022-01-13,NO2,109.0
7,2022-01-13,O3,15.0
7,2022-01-13,PM10,52.0
8,2022-01-13,C6H6,
8,2022-01-13,CO_8h,
8,2022-01-13,NO2,
1,2022-01-12,NO2,
2,2022-01-12,C6H6,3.5
2,2022-01-12,NO2,139.0
2,2022-01-12,O3,16.0
2,2022-01-12,PM10,59.0
2,2022-01-12,PM25,38.0
2,2022-01-12,SO2,11.0
3,2022-01-12,CO_8h,2.1
3,2022-01-12,NO2,
4,2022-01-12,C6H6,3.7
4,2022-01-12,CO_8h,2.4
4,2022-01-12,NO2,131.0
4,2022-01-12,PM10,70.0
5,2022-01-12,NO2,
5,2022-01-12,O3,
6,2022-01-12,C6H6,4.4
6,2022-01-12,CO_8h,1.8
6,2022-01-12,NO2,146.0
6,2022-01-12,PM10,100.0
6,2022-01-12,PM25,60.0
7,2022-01-12,NO2,109.0
7,2022-01-12,O3,24.0
7,2022-01-12,PM10,58.0
8,2022-01-12,C6H6,
8,2022-01-12,CO_8h,
8,2022-01-12,NO2,
1,2022-01-11,NO2,
2,2022-01-11,C6H6,2.9
2,2022-01-11,NO2,75.0
2,2022-01-11,O3,6.0
2,2022-01-11,PM10,
2,2022-01-11,PM25,
2,2022-01-11,SO2,6.0
3,2022-01-11,CO_8h,1.3
3,2022-01-11,NO2,
4,2022-01-11,C6H6,2.9
4,2022-01-11,CO_8h,1.8
4,2022-01-11,NO2,85.0
4,2022-01-11,PM10,70.0
5,2022-01-11,NO2,
5,2022-01-11,O3,
6,2022-01-11,C6H6,3.4
6,2022-01-11,CO_8h,1.6
6,2022-01-11,NO2,91.0
6,2022-01-11,PM10,83.0
6,2022-01-11,PM25,63.0
7,2022-01-11,NO2,89.0
7,2022-01-11,O3,6.0
7,2022-01-11,PM10,66.0
8,2022-01-11,C6H6,
8,2022-01-11,CO_8h,
8,2022-01-11,NO2,
1,2022-01-10,NO2,
2,2022-01-10,C6H6,2.1
2,2022-01-10,NO2,50.0
2,2022-01-10,O3,15.0
2,2022-01-10,PM10,
2,2022-01-10,PM25,46.0
2,2022-01-10,SO2,2.5
3,2022-01-10,CO_8h,1.0
3,2022-01-10,NO2,69.0
4,2022-01-10,C6H6,2.3
4,2022-01-10,CO_8h,1.3
4,2022-01-10,NO2,68.0
4,2022-01-10,PM10,57.0
5,2022-01-10,NO2,
5,2022-01-10,O3,
6,2022-01-10,C6H6,2.4
6,2022-01-10,CO_8h,1.0
6,2022-01-10,NO2,62.0
6,2022-01-10,PM10,61.0
6,2022-01-10,PM25,53.0
7,2022-01-10,NO2,62.0
7,2022-01-10,O3,15.0
7,2022-01-10,PM10,50.0
8,2022-01-10,C6H6,
8,2022-01-10,CO_8h,
8,2022-01-10,NO2,
1,2022-01-05,NO2,
2,2022-01-05,C6H6,2.2
2,2022-01-05,NO2,49.0
2,2022-01-05,O3,7.0
2,2022-01-05,PM10,48.0
2,2022-01-05,PM25,31.0
2,2022-01-05,SO2,2.5
3,2022-01-05,CO_8h,1.1
3,2022-01-05,NO2,50.0
4,2022-01-05,C6H6,2.4
4,2022-01-05,CO_8h,1.4
4,2022-01-05,NO2,62.0
4,2022-01-05,PM10,52.0
5,2022-01-05,NO2,
5,2022-01-05,O3,
6,2022-01-05,C6H6,2.7
6,2022-01-05,CO_8h,1.4
6,2022-01-05,NO2,60.0
6,2022-01-05,PM10,47.0
6,2022-01-05,PM25,40.0
7,2022-01-05,NO2,52.0
7,2022-01-05,O3,12.0
7,2022-01-05,PM10,36.0
8,2022-01-05,C6H6,
8,2022-01-05,CO_8h,
8,2022-01-05,NO2,
1,2022-01-04,NO2,
2,2022-01-04,C6H6,2.5
2,2022-01-04,NO2,57.0
2,2022-01-04,O3,2.0
2,2022-01-04,PM10,35.0
2,2022-01-04,PM25,27.0
2,2022-01-04,SO2,2.5
3,2022-01-04,CO_8h,1.7
3,2022-01-04,NO2,52.0
4,2022-01-04,C6H6,2.7
4,2022-01-04,CO_8h,1.9
4,2022-01-04,NO2,63.0
4,2022-01-04,PM10,45.0
5,2022-01-04,NO2,
5,2022-01-04,O3,
6,2022-01-04,C6H6,2.7
6,2022-01-04,CO_8h,1.5
6,2022-01-04,NO2,63.0
6,2022-01-04,PM10,42.0
6,2022-01-04,PM25,35.0
7,2022-01-04,NO2,58.0
7,2022-01-04,O3,2.0
7,2022-01-04,PM10,36.0
8,2022-01-04,C6H6,
8,2022-01-04,CO_8h,
8,2022-01-04,NO2,
1,2022-01-03,NO2,
2,2022-01-03,C6H6,2.9
2,2022-01-03,NO2,79.0
2,2022-01-03,O3,17.0
2,2022-01-03,PM10,54.0
2,2022-01-03,PM25,45.0
2,2022-01-03,SO2,2.5
3,2022-01-03,CO_8h,1.6
3,2022-01-03,NO2,84.0
4,2022-01-03,C6H6,3.4
4,2022-01-03,CO_8h,2.6
4,2022-01-03,NO2,77.0
4,2022-01-03,PM10,78.0
5,2022-01-03,NO2,
5,2022-01-03,O3,
6,2022-01-03,C6H6,4.0
6,2022-01-03,CO_8h,1.9
6,2022-01-03,NO2,89.0
6,2022-01-03,PM10,77.0
6,2022-01-03,PM25,66.0
7,2022-01-03,NO2,71.0
7,2022-01-03,O3,11.0
7,2022-01-03,PM10,57.0
8,2022-01-03,C6H6,
8,2022-01-03,CO_8h,
8,2022-01-03,NO2,
2,2024-04-05,C6H6,0.5
2,2024-04-05,NO2,45.0
2,2024-04-05,O3,80.0
2,2024-04-05,PM10,18.0
2,2024-04-05,PM25,9.0
2,2024-04-05,SO2,2.5
3,2024-04-05,NO2,68.0
4,2024-04-05,C6H6,1.3
4,2024-04-05,CO_8h,1.0
4,2024-04-05,NO2,67.0
4,2024-04-05,PM10,
4,2024-04-05,PM25,8.0
6,2024-04-05,C6H6,1.4
6,2024-04-05,CO_8h,0.8
6,2024-04-05,NO2,67.0
6,2024-04-05,PM10,23.0
6,2024-04-05,PM25,15.0
7,2024-04-05,NO2,76.0
7,2024-04-05,O3,92.0
7,2024-04-05,PM10,20.0
2,2024-04-04,C6H6,0.5
2,2024-04-04,NO2,54.0
2,2024-04-04,O3,70.0
2,2024-04-04,PM10,17.0
2,2024-04-04,PM25,7.0
2,2024-04-04,SO2,2.5
3,2024-04-04,NO2,81.0
4,2024-04-04,C6H6,1.5
4,2024-04-04,CO_8h,1.0
4,2024-04-04,NO2,75.0
4,2024-04-04,PM10,
4,2024-04-04,PM25,
6,2024-04-04,C6H6,1.3
6,2024-04-04,CO_8h,0.7
6,2024-04-04,NO2,70.0
6,2024-04-04,PM10,21.0
6,2024-04-04,PM25,13.0
7,2024-04-04,NO2,78.0
7,2024-04-04,O3,84.0
7,2024-04-04,PM10,18.0
2,2024-04-03,C6H6,0.5
2,2024-04-03,NO2,51.0
2,2024-04-03,O3,88.0
2,2024-04-03,PM10,11.0
2,2024-04-03,PM25,5.0
2,2024-04-03,SO2,2.5
3,2024-04-03,NO2,73.0
4,2024-04-03,C6H6,0.5
4,2024-04-03,CO_8h,0.5
4,2024-04-03,NO2,57.0
4,2024-04-03,PM10,8.0
4,2024-04-03,PM25,5.0
6,2024-04-03,C6H6,1.0
6,2024-04-03,CO_8h,0.6
6,2024-04-03,NO2,64.0
6,2024-04-03,PM10,15.0
6,2024-04-03,PM25,8.0
7,2024-04-03,NO2,73.0
7,2024-04-03,O3,92.0
7,2024-04-03,PM10,12.0
2,2024-04-02,C6H6,0.5
2,2024-04-02,NO2,24.0
2,2024-04-02,O3,86.0
2,2024-04-02,PM10,20.0
2,2024-04-02,PM25,5.0
2,2024-04-02,SO2,2.5
3,2024-04-02,NO2,60.0
4,2024-04-02,C6H6,0.5
4,2024-04-02,CO_8h,0.25
4,2024-04-02,NO2,36.0
4,2024-04-02,PM10,19.0
4,2024-04-02,PM25,6.0
6,2024-04-02,C6H6,0.5
6,2024-04-02,CO_8h,0.25
6,2024-04-02,NO2,36.0
6,2024-04-02,PM10,17.0
6,2024-04-02,PM25,9.0
7,2024-04-02,NO2,36.0
7,2024-04-02,O3,94.0
7,2024-04-02,PM10,17.0
2,2024-03-29,C6H6,0.5
2,2024-03-29,NO2,55.0
2,2024-03-29,O3,61.0
2,2024-03-29,PM10,14.0
2,2024-03-29,PM25,8.0
2,2024-03-29,SO2,2.5
3,2024-03-29,NO2,76.0
4,2024-03-29,C6H6,1.2
4,2024-03-29,CO_8h,0.5
4,2024-03-29,NO2,61.0
4,2024-03-29,PM10,11.0
4,2024-03-29,PM25,10.0
6,2024-03-29,C6H6,
6,2024-03-29,CO_8h,0.6
6,2024-03-29,NO2,55.0
6,2024-03-29,PM10,14.0
6,2024-03-29,PM25,14.0
7,2024-03-29,NO2,49.0
7,2024-03-29,O3,74.0
7,2024-03-29,PM10,9.0
2,2024-03-28,C6H6,0.5
2,2024-03-28,NO2,55.0
2,2024-03-28,O3,61.0
2,2024-03-28,PM10,14.0
2,2024-03-28,PM25,8.0
2,2024-03-28,SO2,2.5
3,2024-03-28,NO2,76.0
4,2024-03-28,C6H6,1.2
4,2024-03-28,CO_8h,0.5
4,2024-03-28,NO2,61.0
4,2024-03-28,PM10,11.0
4,2024-03-28,PM25,10.0
6,2024-03-28,C6H6,0.0
6,2024-03-28,CO_8h,0.6
6,2024-03-28,NO2,55.0
6,2024-03-28,PM10,14.0
6,2024-03-28,PM25,14.0
7,2024-03-28,NO2,49.0
7,2024-03-28,O3,74.0
7,2024-03-28,PM10,9.0
2,2024-03-27,C6H6,0.5
2,2024-03-27,NO2,33.0
2,2024-03-27,O3,56.0
2,2024-03-27,PM10,18.0
2,2024-03-27,PM25,11.0
2,2024-03-27,SO2,2.5
3,2024-03-27,NO2,67.0
4,2024-03-27,C6H6,1.2
4,2024-03-27,CO_8h,0.5
4,2024-03-27,NO2,63.0
4,2024-03-27,PM10,22.0
4,2024-03-27,PM25,14.0
6,2024-03-27,C6H6,0.0
6,2024-03-27,CO_8h,0.7
6,2024-03-27,NO2,45.0
6,2024-03-27,PM10,22.0
6,2024-03-27,PM25,16.0
7,2024-03-27,NO2,41.0
7,2024-03-27,O3,64.0
7,2024-03-27,PM10,15.0
2,2024-03-26,C6H6,0.5
2,2024-03-26,NO2,49.0
2,2024-03-26,O3,76.0
2,2024-03-26,PM10,16.0
2,2024-03-26,PM25,7.0
2,2024-03-26,SO2,2.5
3,2024-03-26,NO2,85.0
4,2024-03-26,C6H6,1.2
4,2024-03-26,CO_8h,0.25
4,2024-03-26,NO2,73.0
4,2024-03-26,PM10,9.0
4,2024-03-26,PM25,4.0
6,2024-03-26,C6H6,0.5
6,2024-03-26,CO_8h,0.6
6,2024-03-26,NO2,65.0
6,2024-03-26,PM10,19.0
6,2024-03-26,PM25,14.0
7,2024-03-26,NO2,60.0
7,2024-03-26,O3,87.0
7,2024-03-26,PM10,11.0
2,2024-03-25,C6H6,0.5
2,2024-03-25,NO2,19.0
2,2024-03-25,O3,87.0
2,2024-03-25,PM10,5.0
2,2024-03-25,PM25,3.0
2,2024-03-25,SO2,2.5
3,2024-03-25,NO2,26.0
4,2024-03-25,C6H6,0.5
4,2024-03-25,CO_8h,0.25
4,2024-03-25,NO2,47.0
4,2024-03-25,PM10,2.0
4,2024-03-25,PM25,3.0
6,2024-03-25,C6H6,0.5
6,2024-03-25,CO_8h,0.5
6,2024-03-25,NO2,38.0
6,2024-03-25,PM10,8.0
6,2024-03-25,PM25,4.0
7,2024-03-25,NO2,36.0
7,2024-03-25,O3,98.0
7,2024-03-25,PM10,3.0
2,2024-03-22,C6H6,1.5
2,2024-03-22,NO2,61.0
2,2024-03-22,O3,84.0
2,2024-03-22,PM10,45.0
2,2024-03-22,PM25,27.0
2,2024-03-22,SO2,5.0
3,2024-03-22,NO2,77.0
4,2024-03-22,C6H6,1.8
4,2024-03-22,CO_8h,0.9
4,2024-03-22,NO2,70.0
4,2024-03-22,PM10,45.0
4,2024-03-22,PM25,32.0
6,2024-03-22,C6H6,2.0
6,2024-03-22,CO_8h,0.8
6,2024-03-22,NO2,60.0
6,2024-03-22,PM10,49.0
6,2024-03-22,PM25,38.0
7,2024-03-22,NO2,65.0
7,2024-03-22,O3,89.0
7,2024-03-22,PM10,36.0
2,2024-03-21,C6H6,
2,2024-03-21,NO2,30.0
2,2024-03-21,O3,87.0
2,2024-03-21,PM10,37.0
2,2024-03-21,PM25,23.0
2,2024-03-21,SO2,2.5
3,2024-03-21,NO2,71.0
4,2024-03-21,C6H6,1.4
4,2024-03-21,CO_8h,0.5
4,2024-03-21,NO2,62.0
4,2024-03-21,PM10,36.0
4,2024-03-21,PM25,27.0
6,2024-03-21,C6H6,1.1
6,2024-03-21,CO_8h,0.6
6,2024-03-21,NO2,39.0
6,2024-03-21,PM10,39.0
6,2024-03-21,PM25,31.0
7,2024-03-21,NO2,49.0
7,2024-03-21,O3,86.0
7,2024-03-21,PM10,31.0
2,2024-03-20,C6H6,0.0
2,2024-03-20,NO2,18.0
2,2024-03-20,O3,61.0
2,2024-03-20,PM10,46.0
2,2024-03-20,PM25,27.0
2,2024-03-20,SO2,2.5
3,2024-03-20,NO2,40.0
4,2024-03-20,C6H6,1.6
4,2024-03-20,CO_8h,0.5
4,2024-03-20,NO2,50.0
4,2024-03-20,PM10,49.0
4,2024-03-20,PM25,36.0
6,2024-03-20,C6H6,1.2
6,2024-03-20,CO_8h,0.6
6,2024-03-20,NO2,21.0
6,2024-03-20,PM10,45.0
6,2024-03-20,PM25,38.0
7,2024-03-20,NO2,38.0
7,2024-03-20,O3,69.0
7,2024-03-20,PM10,40.0
2,2024-03-19,C6H6,
2,2024-03-19,NO2,43.0
2,2024-03-19,O3,76.0
2,2024-03-19,PM10,19.0
2,2024-03-19,PM25,10.0
2,2024-03-19,SO2,2.5
3,2024-03-19,NO2,73.0
4,2024-03-19,C6H6,1.0
4,2024-03-19,CO_8h,0.5
4,2024-03-19,NO2,58.0
4,2024-03-19,PM10,19.0
4,2024-03-19,PM25,10.0
6,2024-03-19,C6H6,1.0
6,2024-03-19,CO_8h,0.6
6,2024-03-19,NO2,38.0
6,2024-03-19,PM10,24.0
6,2024-03-19,PM25,15.0
7,2024-03-19,NO2,45.0
7,2024-03-19,O3,82.0
7,2024-03-19,PM10,17.0
2,2024-03-18,C6H6,1.0
2,2024-03-18,NO2,48.0
2,2024-03-18,O3,80.0
2,2024-03-18,PM10,36.0
2,2024-03-18,PM25,22.0
2,2024-03-18,SO2,2.5
3,2024-03-18,NO2,78.0
4,2024-03-18,C6H6,1.4
4,2024-03-18,CO_8h,1.0
4,2024-03-18,NO2,65.0
4,2024-03-18,PM10,36.0
4,2024-03-18,PM25,24.0
6,2024-03-18,C6H6,1.4
6,2024-03-18,CO_8h,0.9
6,2024-03-18,NO2,52.0
6,2024-03-18,PM10,38.0
6,2024-03-18,PM25,28.0
7,2024-03-18,NO2,59.0
7,2024-03-18,O3,97.0
7,2024-03-18,PM10,27.0
2,2024-03-15,C6H6,1.6
2,2024-03-15,NO2,62.0
2,2024-03-15,O3,84.0
2,2024-03-15,PM10,46.0
2,2024-03-15,PM25,25.0
2,2024-03-15,SO2,5.0
3,2024-03-15,NO2,
4,2024-03-15,C6H6,1.9
4,2024-03-15,CO_8h,0.7
4,2024-03-15,NO2,
4,2024-03-15,PM10,38.0
4,2024-03-15,PM25,26.0
6,2024-03-15,C6H6,2.2
6,2024-03-15,CO_8h,0.9
6,2024-03-15,NO2,56.0
6,2024-03-15,PM10,43.0
6,2024-03-15,PM25,34.0
7,2024-03-15,NO2,74.0
7,2024-03-15,O3,97.0
7,2024-03-15,PM10,31.0
2,2024-03-14,C6H6,0.0
2,2024-03-14,NO2,60.0
2,2024-03-14,O3,72.0
2,2024-03-14,PM10,29.0
2,2024-03-14,PM25,16.0
2,2024-03-14,SO2,5.0
3,2024-03-14,NO2,
4,2024-03-14,C6H6,2.1
4,2024-03-14,CO_8h,0.6
4,2024-03-14,NO2,
4,2024-03-14,PM10,31.0
4,2024-03-14,PM25,14.0
6,2024-03-14,C6H6,1.9
6,2024-03-14,CO_8h,0.9
6,2024-03-14,NO2,55.0
6,2024-03-14,PM10,32.0
6,2024-03-14,PM25,24.0
7,2024-03-14,NO2,70.0
7,2024-03-14,O3,86.0
7,2024-03-14,PM10,24.0
2,2024-03-13,C6H6,
2,2024-03-13,NO2,55.0
